carrier;weight_type;department;label;min_kg;max_kg;bracket;price_ht;price_per_100kg_ht
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;50;59;50 - 59;85.72;
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;60;69;60 - 69;91.92;
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;70;79;70 - 79;98.11;
SCHENKER;less_100;66;PYRENEES- ORIENTALES Localités d'altitude;80;100;80 - 100;108.43;
SCHENKER;less_100;67;BAS-RHIN;1;9;1 - 9;26.43;
SCHENKER;less_100;67;BAS-RHIN;10;19;10 - 19;30.13;
SCHENKER;less_100;67;BAS-RHIN;20;29;20 - 29;33.83;
SCHENKER;less_100;67;BAS-RHIN;30;39;30 - 39;37.53;
SCHENKER;less_100;67;BAS-RHIN;40;49;40 - 49;40.71;
SCHENKER;less_100;67;BAS-RHIN;50;59;50 - 59;43.87;
SCHENKER;less_100;67;BAS-RHIN;60;69;60 - 69;47.05;
SCHENKER;less_100;67;BAS-RHIN;70;79;70 - 79;50.22;
SCHENKER;less_100;67;BAS-RHIN;80;100;80 - 100;55.51;
SCHENKER;less_100;68;HAUT-RHIN;1;9;1 - 9;27.97;
SCHENKER;less_100;68;HAUT-RHIN;10;19;10 - 19;31.88;
SCHENKER;less_100;68;HAUT-RHIN;20;29;20 - 29;35.8;
SCHENKER;less_100;68;HAUT-RHIN;30;39;30 - 39;39.72;
SCHENKER;less_100;68;HAUT-RHIN;40;49;40 - 49;43.07;
SCHENKER;less_100;68;HAUT-RHIN;50;59;50 - 59;46.42;
SCHENKER;less_100;68;HAUT-RHIN;60;69;60 - 69;49.78;
SCHENKER;less_100;68;HAUT-RHIN;70;79;70 - 79;53.14;
SCHENKER;less_100;68;HAUT-RHIN;80;100;80 - 100;58.73;
SCHENKER;less_100;69;RHONE;1;9;1 - 9;27.97;
SCHENKER;less_100;69;RHONE;10;19;10 - 19;31.88;
SCHENKER;less_100;69;RHONE;20;29;20 - 29;35.8;
SCHENKER;less_100;69;RHONE;30;39;30 - 39;39.72;
SCHENKER;less_100;69;RHONE;40;49;40 - 49;43.07;
SCHENKER;less_100;69;RHONE;50;59;50 - 59;46.42;
SCHENKER;less_100;69;RHONE;60;69;60 - 69;49.78;
SCHENKER;less_100;69;RHONE;70;79;70 - 79;53.14;
SCHENKER;less_100;69;RHONE;80;100;80 - 100;58.73;
SCHENKER;less_100;70;HAUTE-SAONE;1;9;1 - 9;27.97;
SCHENKER;less_100;70;HAUTE-SAONE;10;19;10 - 19;31.88;
SCHENKER;less_100;70;HAUTE-SAONE;20;29;20 - 29;35.8;
SCHENKER;less_100;70;HAUTE-SAONE;30;39;30 - 39;39.72;
SCHENKER;less_100;70;HAUTE-SAONE;40;49;40 - 49;43.07;
SCHENKER;less_100;70;HAUTE-SAONE;50;59;50 - 59;46.42;
SCHENKER;less_100;70;HAUTE-SAONE;60;69;60 - 69;49.78;
SCHENKER;less_100;70;HAUTE-SAONE;70;79;70 - 79;53.14;
SCHENKER;less_100;70;HAUTE-SAONE;80;100;80 - 100;58.73;
SCHENKER;less_100;71;SAONE-ET-LOIRE;1;9;1 - 9;28.73;
SCHENKER;less_100;71;SAONE-ET-LOIRE;10;19;10 - 19;32.76;
SCHENKER;less_100;71;SAONE-ET-LOIRE;20;29;20 - 29;36.78;
SCHENKER;less_100;71;SAONE-ET-LOIRE;30;39;30 - 39;40.8;
SCHENKER;less_100;71;SAONE-ET-LOIRE;40;49;40 - 49;44.26;
SCHENKER;less_100;71;SAONE-ET-LOIRE;50;59;50 - 59;47.7;
SCHENKER;less_100;71;SAONE-ET-LOIRE;60;69;60 - 69;51.15;
SCHENKER;less_100;71;SAONE-ET-LOIRE;70;79;70 - 79;54.59;
SCHENKER;less_100;71;SAONE-ET-LOIRE;80;100;80 - 100;60.35;
SCHENKER;less_100;72;SARTHE;1;9;1 - 9;21.82;
SCHENKER;less_100;72;SARTHE;10;19;10 - 19;24.87;
SCHENKER;less_100;72;SARTHE;20;29;20 - 29;27.92;
SCHENKER;less_100;72;SARTHE;30;39;30 - 39;30.99;
SCHENKER;less_100;72;SARTHE;40;49;40 - 49;33.6;
SCHENKER;less_100;72;SARTHE;50;59;50 - 59;36.22;
SCHENKER;less_100;72;SARTHE;60;69;60 - 69;38.84;
SCHENKER;less_100;72;SARTHE;70;79;70 - 79;41.46;
SCHENKER;less_100;72;SARTHE;80;100;80 - 100;45.82;
SCHENKER;less_100;73;SAVOIE;1;9;1 - 9;31.04;
SCHENKER;less_100;73;SAVOIE;10;19;10 - 19;35.38;
SCHENKER;less_100;73;SAVOIE;20;29;20 - 29;39.73;
SCHENKER;less_100;73;SAVOIE;30;39;30 - 39;44.08;
SCHENKER;less_100;73;SAVOIE;40;49;40 - 49;47.8;
SCHENKER;less_100;73;SAVOIE;50;59;50 - 59;51.52;
SCHENKER;less_100;73;SAVOIE;60;69;60 - 69;55.25;
SCHENKER;less_100;73;SAVOIE;70;79;70 - 79;58.98;
SCHENKER;less_100;73;SAVOIE;80;100;80 - 100;65.18;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;1;9;1 - 9;38.4;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;10;19;10 - 19;43.77;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;20;29;20 - 29;49.15;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;30;39;30 - 39;54.52;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;40;49;40 - 49;59.13;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;50;59;50 - 59;63.73;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;60;69;60 - 69;68.34;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;70;79;70 - 79;72.95;
SCHENKER;less_100;73;SAVOIE Localités d'altitude;80;100;80 - 100;80.62;
SCHENKER;less_100;74;HAUTE-SAVOIE;1;9;1 - 9;31.04;
SCHENKER;less_100;74;HAUTE-SAVOIE;10;19;10 - 19;35.38;
SCHENKER;less_100;74;HAUTE-SAVOIE;20;29;20 - 29;39.73;
SCHENKER;less_100;74;HAUTE-SAVOIE;30;39;30 - 39;44.08;
SCHENKER;less_100;74;HAUTE-SAVOIE;40;49;40 - 49;47.8;
SCHENKER;less_100;74;HAUTE-SAVOIE;50;59;50 - 59;51.52;
SCHENKER;less_100;74;HAUTE-SAVOIE;60;69;60 - 69;55.25;
SCHENKER;less_100;74;HAUTE-SAVOIE;70;79;70 - 79;58.98;
SCHENKER;less_100;74;HAUTE-SAVOIE;80;100;80 - 100;65.18;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;1;9;1 - 9;38.4;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;10;19;10 - 19;43.77;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;20;29;20 - 29;49.15;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;30;39;30 - 39;54.52;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;40;49;40 - 49;59.13;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;50;59;50 - 59;63.73;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;60;69;60 - 69;68.34;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;70;79;70 - 79;72.95;
SCHENKER;less_100;74;HAUTE-SAVOIE Localités d'altitude;80;100;80 - 100;80.62;
SCHENKER;less_100;75;PARIS;1;9;1 - 9;18.75;
SCHENKER;less_100;75;PARIS;10;19;10 - 19;21.37;
SCHENKER;less_100;75;PARIS;20;29;20 - 29;24.0;
SCHENKER;less_100;75;PARIS;30;39;30 - 39;26.61;
SCHENKER;less_100;75;PARIS;40;49;40 - 49;28.87;
SCHENKER;less_100;75;PARIS;50;59;50 - 59;31.12;
SCHENKER;less_100;75;PARIS;60;69;60 - 69;33.37;
SCHENKER;less_100;75;PARIS;70;79;70 - 79;35.62;
SCHENKER;less_100;75;PARIS;80;100;80 - 100;39.37;
SCHENKER;less_100;76;SEINE-MARITIME;1;9;1 - 9;17.21;
SCHENKER;less_100;76;SEINE-MARITIME;10;19;10 - 19;19.62;
SCHENKER;less_100;76;SEINE-MARITIME;20;29;20 - 29;22.03;
SCHENKER;less_100;76;SEINE-MARITIME;30;39;30 - 39;24.43;
SCHENKER;less_100;76;SEINE-MARITIME;40;49;40 - 49;26.5;
SCHENKER;less_100;76;SEINE-MARITIME;50;59;50 - 59;28.57;
SCHENKER;less_100;76;SEINE-MARITIME;60;69;60 - 69;30.63;
SCHENKER;less_100;76;SEINE-MARITIME;70;79;70 - 79;32.7;
SCHENKER;less_100;76;SEINE-MARITIME;80;100;80 - 100;36.14;
SCHENKER;less_100;77;SEINE-ET-MARNE;1;9;1 - 9;21.05;
SCHENKER;less_100;77;SEINE-ET-MARNE;10;19;10 - 19;24.0;
SCHENKER;less_100;77;SEINE-ET-MARNE;20;29;20 - 29;26.94;
SCHENKER;less_100;77;SEINE-ET-MARNE;30;39;30 - 39;29.89;
SCHENKER;less_100;77;SEINE-ET-MARNE;40;49;40 - 49;32.42;
SCHENKER;less_100;77;SEINE-ET-MARNE;50;59;50 - 59;34.94;
SCHENKER;less_100;77;SEINE-ET-MARNE;60;69;60 - 69;37.47;
SCHENKER;less_100;77;SEINE-ET-MARNE;70;79;70 - 79;40.0;
SCHENKER;less_100;77;SEINE-ET-MARNE;80;100;80 - 100;44.21;
SCHENKER;less_100;78;YVELINES;1;9;1 - 9;19.51;
SCHENKER;less_100;78;YVELINES;10;19;10 - 19;22.25;
SCHENKER;less_100;78;YVELINES;20;29;20 - 29;24.98;
SCHENKER;less_100;78;YVELINES;30;39;30 - 39;27.71;
SCHENKER;less_100;78;YVELINES;40;49;40 - 49;30.05;
SCHENKER;less_100;78;YVELINES;50;59;50 - 59;32.39;
SCHENKER;less_100;78;YVELINES;60;69;60 - 69;34.73;
SCHENKER;less_100;78;YVELINES;70;79;70 - 79;37.07;
SCHENKER;less_100;78;YVELINES;80;100;80 - 100;40.98;
SCHENKER;less_100;79;DEUX-SEVRES;1;9;1 - 9;27.97;
SCHENKER;less_100;79;DEUX-SEVRES;10;19;10 - 19;31.88;
SCHENKER;less_100;79;DEUX-SEVRES;20;29;20 - 29;35.8;
SCHENKER;less_100;79;DEUX-SEVRES;30;39;30 - 39;39.72;
SCHENKER;less_100;79;DEUX-SEVRES;40;49;40 - 49;43.07;
SCHENKER;less_100;79;DEUX-SEVRES;50;59;50 - 59;46.42;
SCHENKER;less_100;79;DEUX-SEVRES;60;69;60 - 69;49.78;
SCHENKER;less_100;79;DEUX-SEVRES;70;79;70 - 79;53.14;
SCHENKER;less_100;79;DEUX-SEVRES;80;100;80 - 100;58.73;
SCHENKER;less_100;80;SOMME;1;9;1 - 9;14.9;
SCHENKER;less_100;80;SOMME;10;19;10 - 19;16.99;
SCHENKER;less_100;80;SOMME;20;29;20 - 29;19.07;
SCHENKER;less_100;80;SOMME;30;39;30 - 39;21.16;
SCHENKER;less_100;80;SOMME;40;49;40 - 49;22.95;
SCHENKER;less_100;80;SOMME;50;59;50 - 59;24.74;
SCHENKER;less_100;80;SOMME;60;69;60 - 69;26.53;
SCHENKER;less_100;80;SOMME;70;79;70 - 79;28.32;
